name	CCF	Ploidy	GoF	Sample
RG10T17_bqsr.allele.txt	0.78	3.64528479133618	87.2822058023443	RG10
RG10T18_bqsr.allele.txt	0.8	3.43959871318805	86.6494915209187	RG10
RG10T19_bqsr.allele.txt	0.77	3.68808542691302	88.2808616033786	RG10
RG10T5_bqsr.allele.txt	0.73	3.0718583568903	89.9104996595921	RG10
RG10T7_bqsr.allele.txt	0.66	2.75970792052886	83.9202676965185	RG10
RG10T8_bqsr.allele.txt	0.56	3.51422267120374	83.842025360916	RG10
RG13T10_bqsr.allele.txt	0.81	2.05048643113159	88.2883415081616	RG13
RG13T11_bqsr.allele.txt	0.86	2.37381358988141	93.8520188875049	RG13
RG13T122_bqsr.allele.txt	0.68	2.89177927621741	89.3255093368484	RG13
RG13T13_bqsr.allele.txt	0.63	3.67256276491686	94.0418306234695	RG13
RG13T14_bqsr.allele.txt	0.6	2.6003454207946	91.5138746189334	RG13
RG16T1_bqsr.allele.txt	0.8	1.91976235190628	92.4168698553544	RG16
RG16T3_bqsr.allele.txt	0.74	1.79739474621114	93.974520136915	RG16
RG16T5_bqsr.allele.txt	0.87	1.89324586773973	90.4370847189179	RG16
RG16T9_bqsr.allele.txt	0.84	1.94376828595569	91.3893428191601	RG16
RG17T13_bqsr.allele.txt	0.48	3.87862412897937	87.3900015114487	RG17
RG17T14_bqsr.allele.txt	0.48	4.08525087450809	84.5511795324156	RG17
RG17T19_bqsr.allele.txt	0.88	3.89305477748781	87.7419418183494	RG17
RG17T6_bqsr.allele.txt	1	3.09181121089105	84.1251118228246	RG17
RG17T7_bqsr.allele.txt	0.41	2.7504818009103	81.4988155926209	RG17
RG17T9_bqsr.allele.txt	0.38	3.245844496692	82.0998398212723	RG17
RG19-T10_bqsr.allele.txt	0.72	3.15995065789474	89.5656766026072	RG19-
RG19-T11_bqsr.allele.txt	0.56	3.9958635632448	82.2043956956472	RG19-
RG19-T7_bqsr.allele.txt	0.72	2.60462092912271	85.0792076541547	RG19-
RG19-T8_bqsr.allele.txt	0.72	2.94461654765524	85.4850494554614	RG19-
RG19-T9_bqsr.allele.txt	0.77	2.68994594950351	85.700533712571	RG19-
RG1T3_bqsr.allele.txt	0.78	4.25123637566458	85.5109362687594	RG1
RG1T5_bqsr.allele.txt	0.42	3.24153954129995	87.722272257274	RG1
RG1T6_bqsr.allele.txt	0.98	3.58605379573121	83.7305554279801	RG1
RG1T7_bqsr.allele.txt	0.87	3.22291981052139	84.2705211374732	RG1
RG20-T10_bqsr.allele.txt	0.94	4.99082891485751	85.3481893969239	RG20-
RG20-T12_bqsr.allele.txt	0.92	4.65732300013135	87.4385024964167	RG20-
RG20-T14_bqsr.allele.txt	1	4.4062389692905	83.339293849088	RG20-
RG20-T8_bqsr.allele.txt	0.95	5.07002665587529	86.091047252919	RG20-
RG4T1_bqsr.allele.txt	0.83	2.85167842617082	91.5447660722369	RG4
RG4T2_bqsr.allele.txt	0.84	2.59332529023083	92.4823710092764	RG4
RG4T3_bqsr.allele.txt	0.74	2.87647810802173	91.0657945261757	RG4
RG4T4_bqsr.allele.txt	0.76	2.64676136000511	89.2823278811699	RG4
RG4T5_bqsr.allele.txt	0.68	2.99495131050239	92.7946049016961	RG4
RG5T12_bqsr.allele.txt	0.79	2.2188205552892	92.8385880005783	RG5
RG5T13_bqsr.allele.txt	0.73	3.12816869486384	94.5676702044293	RG5
RG5T14Rep_bqsr.allele.txt	0.74	3.2744033194442	90.2128127883112	RG5
RG5T15_bqsr.allele.txt	0.85	1.62135846161893	92.6244723050285	RG5
RG5T16_bqsr.allele.txt	0.8	1.81773407603058	93.4605401610238	RG5
RG5T17_bqsr.allele.txt	0.8	2.70069652088255	92.0902659621509	RG5
RG5T22_bqsr.allele.txt	0.82	3.57115833885421	92.0884740878905	RG5
RG6T12_bqsr.allele.txt	0.92	2.26537151200519	92.4061910991297	RG6
RG6T13_bqsr.allele.txt	0.86	2.30191265695467	90.566107845988	RG6
RG6T16_bqsr.allele.txt	0.89	2.06656175983907	92.3458204619306	RG6
RG6T3_bqsr.allele.txt	0.87	2.17806508127048	91.8704058116202	RG6
